,INS_NM,JAB_NM,JENIS_FORMASI_NM,JUM_PENDAFTAR,JUM_PERJAB,LINK_WEB_INS_DAFTAR,LOKASI_NM,PENDIDIKAN_NM,ROWNUM
7219,Kementerian Pendidikan dan Kebudayaan,PENYUSUN PROGRAM PENINGKATAN KOMPETENSI PENDIDIK DAN TENAGA KEPENDIDIKAN,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Pusat Pengembangan dan Pemberdayaan Pendidik dan Tenaga Kependidikan Seni dan Budaya,S-1 PSIKOLOGI/S-1 TEKNOLOGI PENDIDIKAN,7220
7220,Kementerian Pendidikan dan Kebudayaan,ANALIS CAGAR BUDAYA DAN KOLEKSI MUSEUM,UMUM,0,2,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Kebudayaan,S-1 ARKEOLOGI/S-1 ILMU SEJARAH/S-1 SEJARAH,7221
7221,Setjen WANTANNAS,ANALIS KELEMBAGAAN,UMUM,0,1,https://www.wantannas.go.id/cpns/,Setjen Wantannas,S-1 ILMU ADMINISTRASI NEGARA/S-1 ILMU HUKUM/S-1 ILMU PEMERINTAHAN/S-1 SOSIAL POLITIK,7222
7222,Setjen WANTANNAS,ANALIS SUMBER DAYA MANUSIA APARATUR,UMUM,0,2,https://www.wantannas.go.id/cpns/,Setjen Wantannas,S-1 EKONOMI/S-1 MANAJEMEN/S-1 PSIKOLOGI,7223
7223,Setjen WANTANNAS,ANALIS PERSANDIAN,UMUM,0,2,https://www.wantannas.go.id/cpns/,Setjen Wantannas,S-1 HUBUNGAN INTERNASIONAL/S-1 KETAHANAN NASIONAL/S-1 KRIMINOLOGI/S-1 SOSIAL POLITIK,7224
7224,Badan Keamanan Laut RI,ANALIS INTELIJEN,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,0,1,https://drive.google.com/open?id=1y7q_TuMLY0neX6ZMsz_rHDxyCRQovW0V,SEKSI PENGOLAHAN PERTUKARAN INFORMASI PADA DIREKTORAT DATA INFORMASI,S-1 HUBUNGAN INTERNASIONAL/S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI/S-1 ILMU POLITIK/S-1 MANAJEMEN EKONOMI/S-1 SASTRA/S-1 TEKNIK/S-1 TEKNOLOGI INFORMASI,7225
7225,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,LULUSAN TERBAIK,0,1,,ASISTEN DEPUTI ASESMEN DAN KOORDINASI PELAKSANAAN KEBIJAKAN KELEMBAGAAN DAN TATA LAKSANA PEMBANGUNAN MANUSIA DAN KEBUDAYAAN DEPUTI BIDANG KELEMBAGAAN DAN TATA LAKSANA,S-1 ADMINISTRASI NEGARA/S-1 ADMINISTRASI PEMERINTAHAN UMUM/S-1 ADMINISTRASI PUBLIK/S-1 ILMU ADMINISTRASI NEGARA/S-1 ILMU ADMINISTRASI PUBLIK/S-1 ILMU PEMERINTAHAN/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7226
7226,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,LULUSAN TERBAIK,0,1,,ASISTEN DEPUTI KOORDINASI PELAKSANAAN KEBIJAKAN DAN EVALUASI PELAYANAN PUBLIK WILAYAH I,S-1 ADMINISTRASI NEGARA/S-1 ADMINISTRASI PEMERINTAHAN UMUM/S-1 ADMINISTRASI PUBLIK/S-1 ILMU ADMINISTRASI NEGARA/S-1 ILMU ADMINISTRASI PUBLIK/S-1 ILMU PEMERINTAHAN/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7227
7227,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,1,,ASISTEN DEPUTI PERUMUSAN KEBIJAKAN SISTEM KELEMBAGAAN DAN TATA LAKSANA DEPUTI BIDANG KELEMBAGAAN DAN TATA LAKSANA,S-1 ADMINISTRASI NEGARA/S-1 ADMINISTRASI PEMERINTAHAN UMUM/S-1 ADMINISTRASI PUBLIK/S-1 ILMU ADMINISTRASI NEGARA/S-1 ILMU ADMINISTRASI PUBLIK/S-1 ILMU PEMERINTAHAN/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7228
7228,Kementerian Pendidikan dan Kebudayaan,PENYUSUN BAHAN PUBLIKASI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Aceh,D-IV DESAIN GRAFIS/D-IV DESAIN KOMUNIKASI VISUAL/D-IV ILMU KOMUNIKASI/S-1 DESAIN GRAFIS/S-1 DESAIN KOMUNIKASI VISUAL/S-1 ILMU KOMUNIKASI,7229
7229,Kementerian Pendidikan dan Kebudayaan,ANALIS MUTU PENDIDIKAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Banten,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 PSIKOLOGI/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,7230
7230,Kementerian Pendidikan dan Kebudayaan,TEKNISI PEMETAAN DAN PENGGAMBARAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Arkeologi Kalimantan Selatan,S-1 TEKNIK GEODESI/S-1 TEKNIK GEODESI DAN GEOMATIKA/S-1 TEKNIK SIPIL,7231
7231,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DOKUMENTASI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Arkeologi Sulawesi Selatan,D-IV DESAIN GRAFIS/D-IV DESAIN KOMUNIKASI VISUAL/S-1 DESAIN GRAFIS/S-1 DESAIN KOMUNIKASI VISUAL,7232
7232,Kementerian Pendidikan dan Kebudayaan,TEKNISI PEMETAAN DAN PENGGAMBARAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Arkeologi Sumatera Selatan,S-1 TEKNIK GEODESI/S-1 TEKNIK GEODESI DAN GEOMATIKA/S-1 TEKNIK SIPIL,7233
7233,Lembaga Penerbangan dan Antariksa Nasional,ANALIS ANGGARAN AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Biro Perencanaan dan Keuangan,S-1 ADMINISTRASI PUBLIK/S-1 EKONOMI PEMBANGUNAN/S-1 SISTEM INFORMASI,7234
7234,Lembaga Penerbangan dan Antariksa Nasional,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Inovasi dan Standar Penerbangan dan Antariksa,S-1 ADMINISTRASI NEGARA/S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7235
7235,Ombudsman Republik Indonesia,ANALIS HASIL PENGAWASAN DAN PENGADUAN MASYARAKAT,UMUM,0,2,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN TATA USAHA,D-IV ILMU ADMINISTRASI/D-IV ILMU HUKUM/D-IV ILMU PEMERINTAHAN/D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 ILMU ADMINISTRASI/S-1 ILMU HUKUM/S-1 ILMU PEMERINTAHAN/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7236
7236,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,1,,ASISTEN DEPUTI PERENCANAAN DAN PENGADAAN SUMBER DAYA MANUSIA APARATUR DEPUTI  BIDANG SUMBER DAYA MANUSIA APARATUR,S-1 PERENCANAAN WILAYAH DAN KOTA/S-1 PLANOLOGI,7237
7237,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,2,,ASISTEN DEPUTI KOORDINASI PELAKSANAAN KEBIJAKAN DAN EVALUASI REFORMASI BIROKRASI AKUNTABILITAS APARATUR DAN PENGAWASAN II DEPUTI BIDANG REFORMASI BIROKRASI AKUNTABILITAS APARATUR DAN PENGAWASAN,S-1 HUKUM/S-1 ILMU HUKUM,7238
7238,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS PUBLIKASI,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,0,1,,BAGIAN KOMUNIKASI PUBLIK DAN PELAYANAN INFORMASI BIRO HUKUM KOMUNIKASI DAN INFORMASI PUBLIK SEKRETARIAT KEMENTERIAN PANRB,S-1 ILMU KOMUNIKASI,7239
7239,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,PRANATA KEARSIPAN,UMUM,0,1,,BAGIAN PERSURATAN KEARSIPAN DAN PERPUSTAKAAN BIRO HUKUM KOMUNIKASI DAN INFORMASI PUBLIK SEKRETARIAT KEMENTERIAN PANRB,D-III ILMU PERPUSTAKAAN/D-III KEARSIPAN/D-III MANAJEMEN INFORMASI DAN DOKUMEN/D-III PERPUSTAKAAN,7240
7240,Kementerian Pendidikan dan Kebudayaan,PENYULUH BAHASA,UMUM,0,3,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Kantor Bahasa Maluku,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,7241
7241,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SITUS/WEB,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Kantor Bahasa Sulawesi Tenggara,D-IV ILMU KOMPUTER/D-IV SISTEM INFORMASI/D-IV SISTEM KOMPUTER/D-IV TEKNIK INFORMATIKA/D-IV TEKNIK KOMPUTER/S-1 ILMU KOMPUTER/S-1 SISTEM INFORMASI/S-1 SISTEM KOMPUTER/S-1 TEKNIK INFORMATIKA/S-1 TEKNIK KOMPUTER,7242
7242,Lembaga Penerbangan dan Antariksa Nasional,PENELITI AHLI PERTAMA,UMUM,0,2,http://cpns.lapan.go.id/,Pusat Sains dan Teknologi Atmosfer,S-1 FISIKA/S-1 METEOROLOGI,7243
7243,Lembaga Penerbangan dan Antariksa Nasional,PENELITI AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Pemanfaatan Penginderaan Jauh,S-1 FISIKA/S-1 FISIKA BUMI/S-1 GEOGRAFI/S-1 TEKNIK GEOFISIKA/S-1 TEKNIK GEOLOGI,7244
7244,Lembaga Penerbangan dan Antariksa Nasional,PENGELOLA BARANG MILIK NEGARA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Kajian Kebijakan Penerbangan dan Antariksa,S-1 EKONOMI/S-1 MANAJEMEN,7245
7245,Lembaga Penerbangan dan Antariksa Nasional,PENGELOLA PENGADAAN BARANG DAN JASA AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Inovasi dan Standar Penerbangan dan Antariksa,S-1 AKUNTANSI/S-1 MANAJEMEN KEUANGAN,7246
7246,Ombudsman Republik Indonesia,ANALIS KERJA SAMA,LULUSAN TERBAIK,0,1,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN KERJA SAMA,D-IV HUBUNGAN INTERNASIONAL/D-IV ILMU ADMINISTRASI NEGARA/D-IV ILMU HUKUM/D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 HUBUNGAN INTERNASIONAL/S-1 ILMU ADMINISTRASI NEGARA/S-1 ILMU HUKUM/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,7247
7247,Ombudsman Republik Indonesia,ANALIS STATISTIK,UMUM,0,1,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN PENERIMAAN DAN PEMILAHAN LAPORAN,D-IV ILMU ADMINISTRASI/D-IV MATEMATIKA/D-IV STATISTIK/S-1 ILMU ADMINISTRASI/S-1 MATEMATIKA/S-1 STATISTIK,7248
7248,Ombudsman Republik Indonesia,PENGELOLA INSTALASI TEKNOLOGI INFORMASI,UMUM,0,1,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN APLIKASI DAN JARINGAN KOMPUTER,D-III MANAJEMEN INFORMATIKA/D-III TEKNIK INFORMATIKA/D-III TEKNIK KOMPUTER/D-III TELEKOMUNIKASI,7249
7249,Ombudsman Republik Indonesia,PENGELOLA BARANG MILIK NEGARA,UMUM,0,2,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN PERLENGKAPAN DAN PEMELIHARAAN,D-III ADMINISTRASI/D-III AKUNTANSI/D-III ILMU PEMERINTAHAN/D-III MANAJEMEN/D-III TEKNIK INFORMATIKA,7250
7250,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS SISTEM INFORMASI,UMUM,0,1,,BAGIAN DATA DAN TEKNOLOGI INFORMASI BIRO HUKUM KOMUNIKASI DAN INFORMASI PUBLIK SEKRETARIAT KEMENTERIAN PANRB,S-1 MANAJEMEN INFORMATIKA/S-1 SISTEM INFORMASI/S-1 TEKNIK KOMPUTER/S-1 TEKNOLOGI INFORMASI/S-1 TEKNOLOGI INFORMATIKA,7251
7251,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS HUKUM,UMUM,0,1,,BAGIAN HUKUM DAN HUMAS KOMISI APARATUR SIPIL NEGARA,S-1 HUKUM/S-1 ILMU HUKUM,7252
7252,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,2,,ASISTEN DEPUTI STANDARDISASI JABATAN DAN PENGEMBANGAN KARIER SUMBER DAYA MANUSIA APARATUR DEPUTI BIDANG SUMBER DAYA MANUSIA APARATUR,S-1 MATEMATIKA/S-1 SISTEM INFORMASI/S-1 STATISTIK/S-1 STATISTIKA/S-1 TEKNIK INDUSTRI,7253
7253,Lembaga Penerbangan dan Antariksa Nasional,PEREKAYASA AHLI PERTAMA,UMUM,0,2,http://cpns.lapan.go.id/,Pusat Teknologi Satelit,S-1 ILMU KOMPUTER/S-1 TEKNIK INFORMATIKA/S-1 TEKNIK KOMPUTER,7254
7254,Lembaga Penerbangan dan Antariksa Nasional,PERENCANA AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Biro Perencanaan dan Keuangan,S-1 EKONOMI/S-1 EKONOMI PEMBANGUNAN/S-1 MANAJEMEN,7255
7255,Ombudsman Republik Indonesia,PENGELOLA SISTEM DAN JARINGAN,UMUM,0,2,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN APLIKASI DAN JARINGAN KOMPUTER,D-III MANAJEMEN INFORMATIKA/D-III TEKNIK INFORMATIKA/D-III TEKNIK KOMPUTER/D-III TELEKOMUNIKASI,7256
7256,Ombudsman Republik Indonesia,ANALIS KEBIJAKAN BARANG MILIK NEGARA,UMUM,0,2,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN PERLENGKAPAN DAN PEMELIHARAAN,S-1 EKONOMI/S-1 ILMU PEMERINTAHAN/S-1 MANAJEMEN,7257
7257,Ombudsman Republik Indonesia,ANALIS SUMBER DAYA MANUSIA APARATUR,UMUM,0,2,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN KEPEGAWAIAN,D-IV ILMU ADMINISTRASI NEGARA/D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK/D-IV MANAJEMEN SDM/D-IV PSIKOLOGI/S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 MANAJEMEN SDM/S-1 PSIKOLOGI,7258
7258,Ombudsman Republik Indonesia,ANALIS SUMBER DAYA MANUSIA APARATUR,LULUSAN TERBAIK,0,1,http://www.ombudsman.go.id/pengumuman?tag=CPNS+2018,SUB BAGIAN KEPEGAWAIAN,D-IV ILMU ADMINISTRASI NEGARA/D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK/D-IV MANAJEMEN SDM/D-IV PSIKOLOGI/S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 MANAJEMEN SDM/S-1 PSIKOLOGI,7259
7259,Lembaga Perlindungan Saksi dan Korban,ANALIS KEAMANAN,UMUM,0,7,https://www.lpsk.go.id,Sub Bagian Pelayanan Perlindungan,S-1 HUKUM/S-1 ILMU PEMERINTAHAN/S-1 SOSIAL POLITIK,7260
7260,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,1,,SEKRETARIAT DEPUTI BIDANG SUMBER DAYA MANUSIA APARATUR DEPUTI BIDANG SUMBER DAYA MANUSIA APARATUR,S-1 AKUNTANSI/S-1 ILMU AKUNTANSI,7261
7261,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,1,,"ASISTEN DEPUTI PERENCANAAN DAN PENGADAAN SUMBER DAYA MANUSIA APARATUR DEPUTI BIDANG SUMBER DAYA MANUSIA APARATUR
",S-1 HUKUM/S-1 ILMU HUKUM,7262
7262,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SISTEM INFORMASI,DISABILITAS FISIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Papua Barat,S-1/D-IV SISTEM INFORMASI/S-1/D-IV TEKNIK INFORMATIKA,7263
7263,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DATA MUTU DAN SUPERVISI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Riau,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,7264
7264,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DATA MUTU DAN SUPERVISI,UMUM,0,2,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Sulawesi Utara,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,7265
7265,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DATA MUTU DAN SUPERVISI,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Sulawesi Utara,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,7266
7266,Lembaga Penerbangan dan Antariksa Nasional,PERENCANA AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Teknologi dan Data Penginderaan Jauh,S-1 MANAJEMEN,7267
7267,Lembaga Penerbangan dan Antariksa Nasional,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Teknologi Satelit,S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI/S-1 JURNALISTIK,7268
7268,Lembaga Penerbangan dan Antariksa Nasional,PRANATA KOMPUTER AHLI PERTAMA,UMUM,0,2,http://cpns.lapan.go.id/,Pusat Teknologi Informasi dan Komunikasi Penerbangan dan Antariksa,S-1 TEKNIK INFORMATIKA/S-1 TEKNIK INFORMATIKA JARINGAN/S-1 TEKNIK KOMPUTER,7269
7269,Lembaga Penerbangan dan Antariksa Nasional,PRANATA KOMPUTER AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Balai Pengamatan Antariksa dan Atmosfer Sumedang,S-1 SISTEM INFORMASI,7270
7270,Lembaga Penerbangan dan Antariksa Nasional,PUSTAKAWAN AHLI PERTAMA,UMUM,0,1,http://cpns.lapan.go.id/,Pusat Teknologi Roket,S-1 ILMU PERPUSTAKAAN/S-1 PERPUSTAKAAN DAN INFORMASI,7271
7271,Lembaga Perlindungan Saksi dan Korban,PENGELOLA BARANG MILIK NEGARA,UMUM,0,2,https://www.lpsk.go.id,Sub Bagian Kerumahtanggaan,D-III ADMINISTRASI/D-III ADMINISTRASI PERKANTORAN DAN SEKRETARIS/D-III EKONOMI AKUNTANSI/D-III MANAJEMEN/D-III MANAJEMEN INFORMATIKA,7272
7272,Pemerintah Kab. Bangka,GURU BAHASA INDONESIA AHLI PERTAMA,UMUM,0,14,https://bit.ly/2NR6oe4,SMPN DALAM WILAYAH KABUPATEN BANGKA SESUAI KEPUTUSAN MENPAN DAN RB NOMOR 183 TAHUN 2018,S-1 PENDIDIKAN BAHASA DAN SASTRA INDONESIA/S-1 PENDIDIKAN BAHASA INDONESIA,7273
7273,Pemerintah Kab. Bangka,GURU BAHASA INDONESIA AHLI PERTAMA,LULUSAN TERBAIK,0,1,https://bit.ly/2NR6oe4,SMPN DALAM WILAYAH KABUPATEN BANGKA SESUAI KEPUTUSAN MENPAN DAN RB NOMOR 183 TAHUN 2018,S-1 PENDIDIKAN BAHASA DAN SASTRA INDONESIA/S-1 PENDIDIKAN BAHASA INDONESIA,7274
7274,Pemerintah Kab. Bangka,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,10,https://bit.ly/2NR6oe4,SMPN DALAM WILAYAH KABUPATEN BANGKA SESUAI KEPUTUSAN MENPAN DAN RB NOMOR 183 TAHUN 2018,S-1 PENDIDIKAN BAHASA INGGRIS,7275
7275,Pemerintah Kab. Bangka,GURU IPA AHLI PERTAMA,LULUSAN TERBAIK,0,1,https://bit.ly/2NR6oe4,SMPN DALAM WILAYAH KABUPATEN BANGKA SESUAI KEPUTUSAN MENPAN DAN RB NOMOR 183 TAHUN 2018,S-1 PENDIDIKAN BIOLOGI/S-1 PENDIDIKAN FISIKA/S-1 PENDIDIKAN IPA/S-1 PENDIDIKAN KIMIA,7276
7276,Pemerintah Kab. Bangka,PRANATA LABORATORIUM KESEHATAN TERAMPIL,LULUSAN TERBAIK,0,1,https://bit.ly/2NR6oe4,RSUD DEPATI BAHRIN SUNGAILIAT DAN PUSKESMAS DALAM WILAYAH KABUPATEN BANGKA SESUAI KEPUTUSAN MENPAN DAN RB NOMOR 183 TAHUN 2018,D-III ANALIS KESEHATAN,7277
7277,Pemerintah Kab. Bangka,DOKTER SPESIALIS SYARAF AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NR6oe4,RSUD DEPATI BAHRIN SUNGAILIAT,S-1 DOKTER SPESIALIS SYARAF,7278
7278,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS SISTEM INFORMASI,UMUM,0,2,,BAGIAN DATA DAN INFORMASI KOMISI APARATUR SIPIL NEGARA,S-1 ILMU KOMPUTER/S-1 MANAJEMEN INFORMATIKA/S-1 MANAJEMEN TEKNIK INFORMATIKA/S-1 SISTEM INFORMASI/S-1 TEKNIK INFORMATIKA,7279
7279,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,ANALIS KEBIJAKAN AHLI PERTAMA,UMUM,0,1,,ASISTEN DEPUTI KESEJAHTERAAN SUMBER DAYA MANUSIA APARATUR DEPUTI BIDANG SUMBER DAYA MANUSIA APARATUR,S-1 MANAJEMEN KEUANGAN,7280
7280,Kementerian Keuangan,TEKNISI LABORATORIUM,UMUM,0,10,https://rekrutmen.kemenkeu.go.id/,DJBC,D-III FARMASI/D-III FARMASI INDUSTRI,7281
7281,Kementerian Pendidikan dan Kebudayaan,ANALIS KEMITRAAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Pendidikan Anak Usia Dini dan Pendidikan Masyarakat,S-1 HUBUNGAN INTERNASIONAL/S-1 HUBUNGAN MASYARAKAT/S-1 HUKUM/S-1 ILMU HUBUNGAN INTERNASIONAL/S-1 ILMU HUKUM/S-1 ILMU KOMUNIKASI,7282
7282,Kementerian Pendidikan dan Kebudayaan,ANALIS MONITORING EVALUASI DAN PELAPORAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Pendidikan Anak Usia Dini dan Pendidikan Masyarakat,S-1 AKUNTANSI/S-1 EKONOMI/S-1 EKONOMI DAN STUDI PEMBANGUNAN/S-1 ILMU EKONOMI,7283
7283,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SITUS/WEB,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Sekretariat Jenderal,D-IV SISTEM KOMPUTER/S-1 SISTEM KOMPUTER/S-1/D-IV ILMU KOMPUTER/S-1/D-IV SISTEM INFORMASI/S-1/D-IV TEKNIK INFORMATIKA/S-1/D-IV TEKNIK KOMPUTER,7284
7284,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SITUS/WEB,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Museum Perumusan Naskah Proklamasi,D-IV ILMU KOMPUTER/D-IV SISTEM INFORMASI/D-IV SISTEM KOMPUTER/D-IV TEKNIK INFORMATIKA/D-IV TEKNIK KOMPUTER/S-1 ILMU KOMPUTER/S-1 SISTEM INFORMASI/S-1 SISTEM KOMPUTER/S-1 TEKNIK INFORMATIKA/S-1 TEKNIK KOMPUTER,7285
7285,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SITUS/WEB,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Museum Sumpah Pemuda,D-IV ILMU KOMPUTER/D-IV SISTEM INFORMASI/D-IV SISTEM KOMPUTER/D-IV TEKNIK INFORMATIKA/D-IV TEKNIK KOMPUTER/S-1 ILMU KOMPUTER/S-1 SISTEM INFORMASI/S-1 SISTEM KOMPUTER/S-1 TEKNIK INFORMATIKA/S-1 TEKNIK KOMPUTER,7286
7286,Kementerian Pendidikan dan Kebudayaan,PREPARATOR,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Museum Sumpah Pemuda,S-1 DESAIN INTERIOR/S-1 DESAIN KOMUNIKASI VISUAL,7287
7287,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DATA CAGAR BUDAYA DAN KOLEKSI MUSEUM,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pelestarian Cagar Budaya Aceh,S-1 GEOGRAFI/S-1 ILMU GEOGRAFI/S-1 ILMU SEJARAH/S-1 SEJARAH,7288
